asm_area_code,customer_code,Year,Month,unique_retailers,invoice_count
EASTM,374,2012,5,688,1564
COIM,1578,2013,11,242,513
MUMB2,2244,2013,3,2005,5103
PUNEN,1200,2013,12,340,624
VIJA,359,2011,12,97,179
MUMB1,1065,2012,9,1242,3833
EASTM,70,2011,6,491,1104
EASTM,1649,2011,4,307,777
NAGP,98,2012,7,858,1785
DELHM,183,2012,1,2072,3319
BENGS,1357,2013,10,224,784
BIHAE,2628,2013,11,137,213
BENGN,21,2012,1,218,388
NAGP,1090,2012,9,1389,2782
EASTU,774,2011,5,164,677
BIHAE,1948,2013,10,171,462
PUNJ,1190,2012,12,1588,2391
EASTM,1733,2012,5,595,1313
NER,1956,2012,2,51,96
BIHAW,1986,2011,8,271,353
NAGP,96,2013,2,367,990
COIM,1578,2011,12,222,407
BIHAW,535,2012,1,37,121
RAJA,129,2012,8,289,431
BIHAW,1853,2012,6,152,234
EASTM,72,2012,5,165,242
PUNES,2321,2012,12,84,217
NER,559,2011,12,95,482
BENGS,649,2012,3,431,992
GUJAS,1111,2011,9,135,336
RAJA,1456,2012,6,157,406
EASTM,593,2011,9,230,668
RAJA,129,2013,2,296,673
HARY&,2486,2013,7,347,935
BIHAE,534,2012,6,176,423
HYDE2,2340,2012,9,61,61
COIM,1038,2012,3,210,397
ORIS,475,2011,8,157,444
JHAR,2342,2013,6,605,2161
GUJAS,1006,2011,9,249,327
BENGS,22,2011,6,580,1083
EASTM,593,2012,10,258,687
VIJA,1426,2012,9,943,1680
HYDE2,1077,2012,9,185,515
BENGS,2326,2013,10,134,260
KOLK,2462,2013,11,1397,3395
EASTM,374,2013,12,1745,2938
BENGS,2112,2012,12,478,1148
HUBL,2496,2013,11,236,796
HARY&,2333,2013,6,60,125
MUMB2,394,2011,6,3336,8688
RAJA,1523,2011,12,617,1252
CHEN,1594,2011,8,683,1278
BANG,1723,2012,8,2235,4135
BENGS,481,2013,1,218,743
MUMB1,56,2011,8,1145,17742
GUJAS,1811,2013,8,724,1671
HARY&,2486,2013,1,60,82
MUMB2,1489,2013,7,497,2034
PUNEN,1826,2013,5,2301,6167
MUMB1,1392,2011,8,5612,18928
MUMB2,294,2012,4,618,1751
VIJA,446,2012,1,109,225
HYDE2,2308,2013,1,119,333
WESTM,361,2012,11,184,438
WESTM,266,2013,4,161,594
PUNJ,1524,2012,9,757,2301
WESTU,729,2013,6,812,2823
WESTM,263,2012,1,185,390
GUJAS,1476,2013,8,137,537
HUBL,2012,2013,3,576,1457
JHAR,31,2011,9,299,501
BENGS,1543,2012,6,155,467
PUNEN,2520,2013,9,81,279
DELHM,2152,2012,12,1763,4130
HYDE1,876,2011,9,2340,5338
WESTU,2353,2013,11,267,665
VIJA,51,2011,8,132,286
EASTU,2413,2013,11,103,264
MUMB2,213,2012,3,638,1766
BANG,344,2013,6,1460,3367
HYDE2,257,2012,10,171,351
PUNEN,1351,2012,7,81,137
BENGS,18,2013,3,346,987
PUNEN,80,2013,4,90,188
HUBL,2496,2013,6,209,541
MUMB1,1536,2012,1,1675,7600
GUJAN,131,2012,7,207,380
CENTU,170,2012,3,176,231
BANG,845,2011,12,1175,2634
CENTU,2036,2013,11,202,501
BANG,2611,2013,7,72,107
HARY&,1209,2011,9,295,491
HUBL,2199,2013,6,470,1309
EASTU,2413,2013,6,103,271
HYDE2,1933,2012,9,809,1655
MUMB1,1243,2012,9,1454,8206
HARY&,2336,2013,8,172,459
VIJA,48,2011,9,129,258
BIHAW,746,2013,2,395,704
EASTU,283,2012,2,227,589
RAJA,1806,2013,3,199,495
JHAR,395,2013,10,261,936
CHEN,975,2012,8,2726,4927
DELHM,1174,2011,7,310,875
BIHAE,1676,2011,5,848,2075
PUNEN,331,2011,7,158,199
BENGN,1854,2012,6,235,620
VIJA,47,2011,11,423,842
HYDE1,2641,2013,12,2745,6460
NER,1840,2013,9,216,317
RAJA,1905,2012,3,113,236
CHEN,1594,2012,2,672,1421
GUJAS,399,2013,9,156,541
COIM,1578,2013,6,280,617
HARY&,65,2013,5,250,1034
MUMB2,294,2011,10,472,1127
VIJA,1094,2012,5,285,451
HYDE1,188,2013,8,56,188
HYDE1,188,2013,9,53,172
BIHAW,1853,2012,11,150,208
HUBL,2496,2013,5,214,540
RAJA,1456,2013,9,162,477
PUNEN,1200,2012,8,312,506
RAJA,116,2012,1,632,1472
WESTM,1055,2011,9,1028,2390
BIHAW,32,2011,8,216,306
PUNEN,1213,2012,3,74,121
WESTM,521,2012,3,925,2013
DELHM,1980,2011,8,508,1381
CHEN,2273,2012,12,533,857
DELHM,185,2011,7,1289,3053
PUNES,327,2013,6,148,471
PUNJ,237,2012,8,176,404
RAJA,120,2013,9,798,1452
PUNES,1343,2011,11,269,419
PUNJ,235,2012,10,178,417
BENGS,1558,2012,2,793,1920
VIJA,860,2013,12,71,110
HYDE2,1562,2012,4,180,422
MUMB2,1317,2012,4,993,2607
GUJAN,2350,2012,10,60,120
HARY&,1567,2011,11,278,829
BENGS,2433,2013,1,160,213
WESTU,846,2011,9,169,331
COIM,556,2011,11,229,365
RAJA,1456,2012,11,135,183
EASTM,69,2011,9,181,321
VIJA,354,2011,8,127,327
BIHAW,1360,2012,1,714,1317
BENGS,1257,2011,4,212,370
HYDE1,1891,2013,7,1497,3226
KERA,158,2013,11,520,1116
WESTU,2190,2012,12,211,376
HARY&,2335,2013,1,104,274
WESTU,1293,2012,9,277,466
KERA,1172,2013,11,117,168
RAJA,120,2013,5,848,1839
PUNES,327,2012,10,148,193
PUNES,1122,2012,2,170,260
WESTM,262,2012,9,176,571
EASTM,267,2011,8,272,706
EASTU,282,2013,3,135,410
HUBL,1242,2012,5,341,500
RAJA,115,2013,2,308,903
JHAR,2408,2013,8,207,419
ORIS,883,2012,11,507,940
MUMB2,2025,2012,5,337,1228
JHAR,360,2013,4,611,1330
PUNEN,1347,2013,6,108,226
HUBL,2279,2013,9,185,383
NAGP,2332,2013,9,262,639
COIM,862,2012,9,1343,2145
BANG,2284,2013,9,599,1381
BIHAW,34,2013,7,373,983
WESTM,521,2012,5,1232,3223
NAGP,2322,2013,10,291,472
EASTU,284,2012,11,170,308
PUNEN,525,2012,9,2027,4655
MUMB2,456,2013,9,96,208
NER,1001,2011,6,145,436
BENGS,1401,2012,2,229,484
BENGS,22,2013,5,600,2871
GUJAS,1143,2013,5,457,938
BIHAW,1833,2013,9,168,577
PUNEN,1665,2012,3,1285,2774
NAGP,1036,2011,8,903,2448
PUNES,1343,2012,7,463,890
HUBL,1242,2011,9,458,1036
DELHM,591,2012,11,1072,2177
CENTU,2204,2013,9,139,399
NAGP,1090,2013,2,1507,2906
HARY&,65,2013,11,253,1192
WESTU,465,2012,4,1004,2161
RAJA,1456,2011,9,148,296
VIJA,228,2013,2,75,158
WESTU,357,2013,2,445,916
PUNJ,235,2011,11,146,391
BIHAE,539,2013,1,479,1365
NAGP,1036,2013,7,814,2368
DELHM,1276,2013,7,92,193
HARY&,68,2012,8,172,333
WESTM,1186,2013,4,973,2389
VIJA,247,2012,11,112,209
CHEN,440,2013,9,488,1056
PUNES,2192,2013,7,122,277
HARY&,62,2012,1,200,371
CHEN,1594,2013,4,703,1425
PUNES,1608,2012,3,302,720
CENTU,2034,2013,8,183,261
EASTU,1042,2011,4,1159,2160
CENTU,1903,2012,7,549,902
HYDE1,188,2011,8,63,204
COIM,862,2012,8,1731,2968
VIJA,1390,2013,9,120,370
NER,1306,2012,8,725,1769
HYDE2,1422,2012,1,127,349
PUNJ,230,2013,7,120,259
GUJAS,2352,2013,12,125,450
BENGN,1227,2012,4,264,718
BIHAW,746,2012,11,263,384
JHAR,1766,2011,11,82,260
COIM,160,2012,8,270,463
HARY&,1205,2012,5,167,291
MUMB2,1298,2012,7,572,584
GUJAS,138,2012,3,882,1996
WESTU,1915,2012,3,138,225
DELHM,1316,2013,5,1856,5458
MUMB2,297,2012,9,915,2460
VIJA,865,2011,10,294,351
MUMB2,456,2013,10,54,87
BENGS,2406,2013,7,88,129
MUMB1,1677,2011,6,80,798
PUNES,327,2013,2,136,477
NER,217,2011,6,194,894
BIHAE,1954,2011,9,154,430
HARY&,60,2012,6,224,438
EASTU,281,2011,11,256,535
PUNEN,1690,2011,8,666,2183
GUJAN,1302,2011,8,743,1416
EASTU,281,2011,6,256,877
HYDE2,1726,2011,5,478,1124
MUMB2,1317,2011,12,759,2432
HUBL,427,2013,3,235,698
WESTU,961,2011,11,517,1358
GUJAS,1111,2012,7,1,1
PUNES,1343,2013,9,333,706
HARY&,61,2013,12,294,1015
CENTU,967,2012,2,854,1461
PUNEN,1351,2013,1,83,171
HYDE2,1381,2011,9,640,1621
PUNJ,619,2012,11,153,261
BENGS,18,2011,6,346,919
GUJAS,135,2012,10,324,792
PUNEN,332,2012,8,89,200
DELHM,1809,2013,3,625,1432
BIHAE,624,2012,2,214,315
BENGS,1284,2013,6,271,1110
PUNEN,1213,2011,9,75,161
VIJA,48,2012,9,128,258
MUMB2,394,2012,11,3087,6420
NER,559,2012,4,97,500
BENGN,2542,2013,5,72,196
GUJAN,1268,2013,10,1136,2681
BIHAW,1833,2013,12,171,757
HYDE2,1721,2011,6,249,678
RAJA,1905,2011,9,197,470
BANG,2562,2013,7,1923,4117
GUJAS,1143,2013,11,464,1021
HYDE2,1077,2011,7,185,516
RAJA,1905,2011,5,133,242
PUNES,1343,2013,6,418,1108
BIHAE,35,2013,10,355,957
RAJA,126,2011,7,618,1103
PUNES,1343,2012,8,362,874
HYDE2,1447,2013,5,479,1322
NER,1897,2013,4,164,583
EASTM,2329,2012,10,42,62
BIHAE,803,2012,6,151,303
HYDE2,187,2013,3,205,606
HARY&,60,2012,8,281,484
HYDE2,2308,2013,8,150,422
EASTM,71,2013,5,366,1196
MUMB2,394,2012,12,3424,9544
WESTM,264,2011,8,186,397
GUJAS,1143,2013,2,431,891
CHEN,1916,2012,4,173,410
HYDE2,257,2012,8,196,583
WESTU,165,2013,10,326,912
BENGS,2112,2012,4,456,994
EASTU,278,2011,8,23,101
PUNJ,232,2012,2,179,316
GUJAN,1715,2013,5,351,1078
PUNJ,1147,2012,12,160,257
HUBL,976,2012,12,581,1317
MUMB1,1392,2012,9,4904,11394
CENTU,2204,2012,10,129,306
HYDE2,601,2011,8,127,205
WESTU,1713,2013,11,167,607
JHAR,541,2012,9,110,288
HYDE2,2339,2013,10,156,397
WESTU,1713,2013,12,165,725
HYDE2,601,2012,7,153,295
EASTU,2303,2013,9,232,711
WESTM,1186,2012,8,1257,2680
BIHAW,2397,2013,12,107,153
CENTU,1222,2013,7,1541,2631
WESTM,269,2011,12,129,264
WESTU,2066,2012,9,295,350
EASTU,278,2012,11,37,55
HYDE2,1593,2013,4,97,190
GUJAS,399,2013,8,148,499
WESTM,1115,2012,6,29,201
PUNJ,232,2012,3,153,239
HYDE2,1593,2012,6,82,199
RAJA,2586,2013,5,305,468
RAJA,121,2011,11,218,500
COIM,556,2012,10,263,462
PUNEN,2319,2012,10,63,96
WESTU,846,2011,11,159,292
PUNEN,1198,2013,11,146,528
NER,1724,2013,2,143,288
GUJAS,1143,2013,3,280,474
BENGS,1295,2011,8,564,1232
HYDE2,1304,2013,12,579,1674
GUJAN,131,2013,6,211,567
VIJA,47,2013,6,438,1036
BANG,434,2012,7,450,1457
PUNES,993,2012,4,146,498
VIJA,1426,2013,4,880,1530
CENTU,645,2011,6,133,310
BENGS,2406,2013,10,120,392
VIJA,552,2011,7,149,254
WESTM,263,2011,9,195,442
BIHAE,1024,2012,4,319,517
WESTM,262,2011,7,162,489
BANG,845,2012,1,1124,2288
BIHAE,35,2012,8,292,602
BIHAE,536,2011,11,134,221
PUNJ,1823,2011,5,638,1133
BANG,1981,2012,6,968,1791
EASTM,69,2013,1,199,737
WESTM,990,2013,11,645,1576
NAGP,96,2013,12,341,1037
BENGS,481,2012,11,150,303
NAGP,2332,2012,10,176,280
BENGS,1257,2013,6,211,634
VIJA,48,2013,2,128,222
CHEN,1780,2013,10,1077,1890
PUNES,327,2011,8,115,179
RAJA,115,2013,3,301,471
CENTU,1222,2011,7,611,1232
HUBL,731,2013,10,691,1342
WESTU,1027,2013,5,346,915
DELHM,591,2012,2,1210,2401
COIM,163,2012,1,428,817
GUJAN,131,2011,11,210,322
CHEN,315,2012,10,148,252
VIJA,44,2011,12,364,477
HYDE2,1337,2011,4,101,252
VIJA,228,2012,7,74,101
PUNES,1744,2011,11,135,243
VIJA,44,2012,7,328,531
VIJA,865,2012,4,308,405
JHAR,360,2012,5,552,1046
PUNES,329,2011,9,70,107
GUJAS,399,2011,8,135,492
WESTM,523,2011,11,916,1932
HYDE2,422,2012,12,404,808
EASTU,1044,2013,11,186,554
EASTM,69,2013,4,199,746
JHAR,541,2013,2,115,335
BANG,2459,2013,7,474,947
RAJA,1939,2013,11,1810,3149
ORIS,9,2012,7,219,429
VIJA,372,2013,5,413,1228
RAJA,2355,2013,11,186,399
HYDE2,422,2011,4,406,1011
HYDE2,245,2013,2,232,1001
JHAR,542,2012,3,61,116
CENTU,2048,2013,7,119,132
PUNES,1245,2012,10,165,480
GUJAS,1449,2012,3,611,1344
RAJA,2143,2013,4,301,902
JHAR,541,2013,11,158,787
PUNES,329,2013,2,92,512
PUNES,1579,2013,6,587,1551
VIJA,228,2011,11,69,88
WESTU,1293,2012,8,218,389
BENGS,1543,2011,10,151,327
PUNJ,232,2012,5,201,331
PUNJ,1524,2013,9,652,1604
MUMB2,379,2011,7,1067,2570
ORIS,9,2011,11,227,374
WESTM,266,2012,6,320,757
PUNEN,1322,2012,5,89,169
VIJA,2272,2012,12,1780,3813
HUBL,555,2013,1,331,687
CENTU,2036,2013,9,192,641
HARY&,64,2012,9,371,887
MUMB2,297,2012,11,887,2175
CHEN,1664,2011,4,81,174
HARY&,1738,2011,9,251,538
PUNEN,1200,2013,8,342,629
BENGN,656,2012,4,148,407
WESTM,268,2012,8,319,1024
HUBL,353,2011,8,237,289
RAJA,129,2011,4,278,429
HUBL,1022,2013,7,205,707
BENGS,343,2013,8,234,683
BIHAW,1360,2011,10,513,1184
RAJA,119,2011,8,210,520
PUNES,328,2013,8,128,357
BIHAE,1024,2012,12,341,590
HUBL,2496,2013,3,191,343
PUNES,2317,2013,11,203,692
JHAR,2408,2013,7,189,342
PUNES,1238,2012,4,376,1049
VIJA,354,2013,5,143,426
WESTM,2461,2013,5,616,2137
CENTU,1139,2011,9,255,408
BANG,1526,2012,2,1793,3880
HYDE1,876,2013,7,2240,5696
BENGN,2174,2012,11,160,371
HARY&,61,2012,1,253,566
HUBL,40,2011,5,261,463
CENTU,2048,2012,5,89,136
PUNES,1067,2013,8,425,1122
PUNES,530,2013,2,898,1728
EASTM,1649,2012,6,296,766
GUJAS,607,2012,1,210,581
PUNEN,2520,2013,11,81,325
COIM,1303,2011,10,354,940
BENGN,2174,2012,6,214,436
WESTM,268,2013,2,319,1031
ORIS,748,2013,7,207,670
PUNES,1608,2013,4,292,720
HUBL,963,2013,6,260,791
VIJA,1530,2012,8,923,1939
BENGS,343,2012,3,227,296
VIJA,865,2012,8,310,464
RAJA,115,2011,8,219,468
EASTU,2068,2012,7,134,212
HYDE2,1077,2013,5,165,702
VIJA,48,2012,7,130,321
NAGP,95,2011,11,271,457
CENTU,325,2013,7,184,304
PUNEN,1213,2011,8,81,156
MUMB2,300,2012,8,993,2144
COIM,337,2012,8,2199,3702
DELHM,2250,2012,7,658,836
GUJAN,636,2012,6,1207,2751
COIM,1170,2012,7,158,357
NER,1840,2012,12,220,493
RAJA,408,2012,4,1079,2541
VIJA,48,2011,11,128,238
RAJA,126,2012,5,598,1435
NAGP,95,2011,6,280,523
VIJA,2272,2012,10,1540,3360
WESTM,266,2012,11,319,995
GUJAN,636,2012,11,1121,1817
VIJA,860,2011,10,66,103
WESTU,961,2012,8,1474,2347
BENGS,2552,2013,10,923,2381
PUNES,2324,2013,5,86,347
BENGN,999,2013,7,170,359
BIHAE,803,2013,2,174,403
WESTU,304,2013,4,126,383
BIHAW,547,2011,12,155,246
GUJAS,289,2013,10,220,485
CHEN,1863,2012,6,326,719
EASTU,278,2011,4,23,209
WESTU,2074,2012,6,179,319
GUJAN,2349,2013,4,173,569
BANG,147,2011,7,1409,3260
RAJA,113,2013,1,381,706
PUNEN,331,2011,12,166,261
BIHAW,29,2012,5,1285,2514
NAGP,2322,2013,2,297,571
JHAR,1051,2013,5,358,2293
WESTU,166,2013,1,226,480
BIHAE,803,2012,10,162,296
GUJAN,132,2013,7,340,1068
HUBL,353,2011,7,272,420
KOLK,1556,2012,7,236,989
RAJA,120,2013,1,498,1395
COIM,285,2012,6,338,694
PUNEN,1349,2013,1,163,339
KOLK,1849,2012,10,1860,2876
VIJA,247,2013,1,111,325
EASTU,522,2011,6,712,1874
MUMB2,991,2012,12,1030,3287
HARY&,61,2013,4,339,917
HUBL,963,2012,4,259,978
PUNEN,77,2011,7,1085,2878
GUJAN,1321,2011,12,674,1378
EASTM,73,2012,11,381,799
MUMB2,1298,2012,3,2942,6015
COIM,1038,2013,4,218,578
CENTU,2004,2013,1,154,380
CHEN,106,2012,7,127,229
WESTU,303,2012,2,190,240
VIJA,1089,2013,2,135,300
BANG,1146,2012,7,736,1440
ORIS,1730,2012,1,895,1383
CENTU,279,2011,10,278,399
GUJAS,1476,2012,4,135,638
WESTU,775,2012,7,947,1679
PUNES,329,2013,3,92,397
HYDE2,422,2013,11,415,1197
PUNEN,332,2013,4,106,317
CHEN,975,2012,7,2368,4511
HUBL,976,2012,4,524,963
WESTU,303,2013,7,214,669
MUMB2,1025,2011,7,159,338
ORIS,9,2013,8,221,592
VIJA,2360,2012,9,90,95
HARY&,1567,2013,8,1185,2909
EASTM,554,2013,10,282,874
HARY&,64,2013,5,368,901
BANG,1723,2011,4,22,51
COIM,163,2011,7,551,1115
HUBL,1621,2011,5,1006,1844
HUBL,555,2012,6,348,835
PUNJ,1947,2012,2,336,645
WESTU,2066,2012,10,209,316
PUNJ,608,2012,2,441,970
VIJA,1893,2013,1,90,219
PUNJ,1683,2011,5,297,543
BANG,1756,2011,5,665,1198
WESTU,1915,2013,8,141,252
JHAR,8,2012,1,1000,3883
HYDE2,1304,2012,6,518,1240
KOLK,1439,2012,12,1110,1986
BENGN,996,2012,6,685,1795
BIHAW,32,2013,3,161,297
CHEN,1882,2013,4,263,734
RAJA,119,2011,12,201,575
CHEN,850,2011,4,954,1837
HYDE2,413,2011,11,124,273
PUNEN,525,2013,4,1324,3331
EASTM,71,2013,4,372,1203
GUJAN,2390,2013,9,280,794
BIHAW,2306,2013,1,22,52
DELHM,591,2013,5,1156,3151
VIJA,1403,2011,7,1032,2205
MUMB1,1677,2011,12,75,8259
HUBL,731,2012,8,807,1566
KOLK,1439,2011,10,954,1554
BIHAW,469,2011,6,201,302
NER,559,2011,6,81,369
WESTM,2134,2012,9,258,349
GUJAS,1143,2013,4,420,928
BIHAW,547,2012,2,160,213
VIJA,1426,2013,12,1007,2978
PUNEN,1023,2011,4,441,1107
PUNES,83,2012,8,153,533
WESTU,775,2013,4,1085,1719
VIJA,865,2013,12,329,708
PUNJ,619,2013,4,169,557
PUNES,2145,2012,8,856,2348
NAGP,96,2011,8,359,1049
HYDE2,1726,2013,4,497,1457
WESTU,173,2011,6,398,912
WESTM,2630,2013,11,1239,2490
PUNEN,1201,2013,6,180,325
HARY&,424,2011,10,444,1243
BENGS,1284,2013,10,276,1018
CHEN,1916,2013,10,194,445
BENGS,2420,2013,10,185,271
RAJA,129,2013,10,289,539
VIJA,455,2013,10,488,1396
GUJAN,1268,2013,8,1273,4016
DELHM,526,2013,7,1754,3186
PUNEN,1199,2012,11,172,309
PUNJ,600,2013,10,834,1395
HARY&,62,2012,2,201,374
EASTU,275,2013,2,270,752
CHEN,1594,2012,1,606,1155
GUJAN,1101,2012,4,274,884
CENTU,1139,2013,4,246,502
PUNEN,1201,2012,9,114,283
PUNES,1238,2011,4,386,974
VIJA,1000,2013,3,672,1145
JHAR,360,2013,3,523,891
COIM,873,2013,12,201,508
VIJA,1103,2011,5,92,245
BENGS,19,2011,8,151,341
NAGP,98,2013,12,1092,2232
VIJA,2531,2013,12,101,246
VIJA,446,2012,5,119,248
CHEN,108,2013,2,301,600
EASTM,261,2012,6,130,393
GUJAN,132,2013,4,337,1037
HUBL,2318,2013,10,121,412
BIHAE,1676,2012,11,852,1661
BIHAE,1676,2012,6,839,1787
MUMB2,1489,2011,7,425,900
WESTU,2042,2012,2,78,100
PUNEN,743,2013,8,255,829
BIHAW,469,2013,3,213,490
COIM,1170,2012,5,167,301
COIM,160,2011,5,196,364
ORIS,13,2011,7,130,259
VIJA,45,2012,4,396,1041
BIHAE,1948,2011,12,147,301
JHAR,31,2013,1,303,1045
GUJAS,1164,2012,7,1524,4199
PUNEN,1198,2013,5,103,182
VIJA,372,2012,8,426,760
COIM,873,2012,2,188,273
BANG,2473,2013,5,84,92
JHAR,542,2011,6,65,76
VIJA,553,2011,11,117,191
COIM,873,2013,7,193,439
RAJA,114,2011,11,826,1538
BANG,344,2011,5,955,3175
HUBL,370,2011,4,634,1226
BENGS,18,2012,1,346,893
CENTU,2204,2012,12,139,318
MUMB2,296,2013,6,761,1927
HARY&,68,2013,5,219,647
JHAR,8,2012,5,992,3810
MUMB1,1536,2012,11,1584,5299
RAJA,1228,2011,8,250,453
BIHAE,35,2013,11,355,1082
NER,239,2011,12,115,267
WESTU,834,2011,10,117,329
RAJA,2028,2011,9,26,38
EASTM,71,2012,8,357,916
PUNEN,1199,2011,9,138,213
BIHAE,1954,2011,10,154,378
CHEN,1594,2012,5,584,1129
VIJA,43,2012,7,303,570
PUNEN,743,2013,9,259,950
JHAR,542,2011,11,65,157
HYDE2,1337,2013,9,117,236
PUNJ,608,2013,11,742,1411
WESTU,2015,2012,2,85,123
BIHAW,2307,2013,11,199,627
WESTU,306,2011,12,148,271
PUNES,1376,2011,4,70,201
GUJAN,132,2012,1,318,763
BENGS,1257,2011,5,210,343
EASTM,1889,2012,12,208,478
BENGS,2326,2012,10,133,261
HUBL,2012,2012,10,698,2138
WESTU,2074,2013,9,195,528
BIHAW,469,2011,11,217,302
NER,2008,2012,12,204,595
HARY&,61,2013,7,294,924
EASTM,1649,2013,5,290,1216
PUNJ,958,2012,4,226,360
HUBL,963,2011,8,298,1028
HUBL,2012,2013,5,685,1833
GUJAS,449,2011,10,409,962
WESTU,2084,2013,3,152,313
VIJA,47,2012,12,445,953
PUNEN,326,2013,4,125,390
CENTU,1235,2011,12,453,820
PUNES,530,2011,5,841,1524
HUBL,181,2012,4,331,705
NAGP,91,2011,5,106,182
PUNJ,237,2013,9,221,513
NAGP,86,2012,1,190,357
PUNJ,302,2013,11,166,812
NER,1033,2011,7,511,1558
MUMB1,1065,2011,12,1987,5852
PUNJ,1823,2012,8,637,1220
BENGS,2112,2013,11,410,1209
HYDE2,250,2012,5,131,410
ORIS,1482,2012,9,500,804
NAGP,2332,2013,10,261,420
HUBL,1430,2011,11,372,772
JHAR,540,2013,5,120,674
BIHAE,1297,2012,4,261,558
HARY&,62,2011,8,209,435
PUNJ,600,2012,7,95,98
MUMB2,296,2012,8,753,1720
RAJA,1228,2012,11,224,313
EASTU,2303,2013,4,232,664
CHEN,104,2011,9,257,443
NAGP,95,2011,4,294,528
PUNJ,1548,2011,8,630,1402
HARY&,64,2012,11,286,602
BENGN,999,2012,4,180,556
GUJAS,1449,2011,8,437,1114
PUNJ,1190,2011,5,731,1194
DELHM,1316,2013,7,1702,4641
PUNEN,960,2012,6,193,416
RAJA,113,2012,1,380,569
WESTM,263,2012,7,214,466
CHEN,2507,2013,11,342,951
PUNES,1376,2011,9,67,111
PUNEN,1826,2013,6,2196,4948
WESTU,168,2011,11,147,472
COIM,1038,2012,12,220,431
GUJAS,1164,2013,11,1472,4690
HYDE1,602,2012,11,415,503
WESTM,266,2012,3,311,460
VIJA,1426,2011,11,664,1272
GUJAN,1268,2011,6,800,1665
HYDE2,250,2011,10,123,229
HARY&,1534,2012,12,432,1168
COIM,873,2013,11,193,475
EASTM,2728,2013,9,56,61
RAJA,126,2012,1,549,1228
HYDE2,251,2012,11,165,296
WESTU,2066,2013,2,314,455
EASTM,75,2012,12,143,405
VIJA,51,2012,2,517,956
DELHM,1980,2011,12,723,2349
KOLK,1824,2012,2,2571,4817
CENTU,2547,2013,12,79,181
ORIS,1730,2013,2,937,2800
PUNJ,600,2013,12,760,1359
EASTM,1649,2012,12,263,717
GUJAS,747,2013,12,253,952
HARY&,61,2012,9,268,765
BENGS,23,2012,7,457,983
HUBL,1621,2013,6,862,2452
VIJA,1089,2012,1,130,279
HUBL,963,2013,12,264,869
BENGS,451,2013,4,197,564
EASTM,1649,2012,3,265,613
NER,559,2011,7,90,370
BIHAE,1297,2011,6,284,455
PUNEN,1213,2012,1,86,156
HYDE2,1653,2011,7,620,872
PUNES,327,2012,7,147,176
WESTU,303,2013,9,212,715
EASTM,1889,2012,8,227,563
GUJAN,2350,2013,5,71,136
EASTM,75,2012,3,137,351
PUNES,1102,2013,4,237,799
JHAR,957,2011,12,551,1947
VIJA,1094,2013,2,328,617
ORIS,1566,2013,8,452,833
HYDE2,843,2011,10,185,573
ORIS,475,2013,8,153,427
EASTU,1042,2012,6,2032,2611
PUNES,2588,2013,7,714,1667
BENGS,1543,2013,9,196,570
BANG,344,2013,7,1350,2659
VIJA,1000,2012,6,599,1295
CHEN,1780,2013,6,1112,2078
GUJAS,747,2013,3,255,571
HYDE2,2340,2012,12,185,574
GUJAS,1601,2012,3,160,428
HUBL,353,2011,9,260,359
PUNJ,600,2013,3,779,1300
PUNEN,460,2013,2,997,2656
EASTU,284,2012,9,169,273
WESTU,2015,2012,10,121,239
NER,1001,2012,8,184,426
BENGS,5,2012,11,892,2181
PUNEN,1347,2011,8,107,124
JHAR,541,2013,1,113,411
VIJA,553,2011,7,113,259
BENGN,2174,2012,12,217,366
CHEN,1428,2011,7,550,1169
WESTU,1936,2013,4,219,698
JHAR,957,2013,9,528,1970
NER,1001,2012,10,182,498
HARY&,65,2012,1,191,589
PUNJ,2106,2012,12,731,1365
VIJA,359,2011,9,109,208
COIM,1223,2012,5,497,902
WESTU,165,2012,12,387,858
MUMB1,1392,2013,8,2586,5900
PUNEN,1199,2012,2,182,278
HARY&,1743,2012,5,275,661
KOLK,1818,2011,5,1228,2283
EASTU,1203,2011,7,820,1158
CHEN,2069,2012,1,574,1089
PUNEN,1171,2011,7,132,299
BIHAE,539,2012,10,482,1125
KOLK,1556,2011,7,220,1045
WESTU,834,2012,4,153,390
ORIS,883,2013,6,496,1170
VIJA,50,2012,6,129,234
BIHAE,1948,2011,8,148,346
MUMB2,991,2011,4,879,3168
JHAR,1766,2013,3,66,181
RAJA,119,2012,2,201,507
BENGS,22,2013,6,562,2298
BENGN,538,2012,7,329,600
PUNEN,460,2011,6,1017,2889
EASTM,613,2012,7,349,774
PUNES,1102,2011,6,241,417
WESTU,357,2013,11,455,1052
VIJA,47,2012,6,370,918
PUNES,83,2013,6,152,617
EASTM,1822,2012,5,556,1506
PUNEN,1845,2013,9,942,2172
PUNJ,302,2013,4,133,229
WESTM,2134,2012,8,264,453
GUJAS,135,2012,4,360,937
NAGP,93,2011,11,333,769
BIHAE,803,2011,9,170,431
WESTU,1437,2012,12,385,1070
KOLK,2105,2012,1,552,1102
BENGN,2543,2013,4,109,155
WESTU,1437,2011,4,348,845
WESTU,166,2012,2,177,508
RAJA,121,2013,4,169,380
HYDE2,1304,2012,12,553,1529
PUNEN,1214,2012,5,727,2049
HUBL,1844,2011,4,342,763
HARY&,1722,2012,12,398,802
EASTM,335,2013,3,174,578
NER,219,2011,10,312,478
EASTU,275,2012,7,269,547
VIJA,2272,2012,9,1648,3206
