asm_area_code,customer_code,month,year,pri_ind_bpm_actuals,pri_sales_amount
VIJA,51,4,2012,-294501.5871,-440479.28
BENGS,1357,3,2013,696849.1235,799804.68
VIJA,43,5,2013,1787992.452,1949545.26
HYDE1,1176,8,2012,1549958.111,1603673.38
VIJA,372,8,2012,2686417.442,2814045.5
PUNJ,1947,8,2012,1708428.977,1895289.18
ORIS,748,2,2013,1248501.127,1393140.51
HYDE1,876,9,2013,11402014.37,13015592.37
HARY&,59,7,2013,1026748.235,1180473.38
CHEN,104,9,2013,998554.2262,1133365.55
BIHAW,469,3,2013,739991.3395,805551.56
COIM,873,2,2013,651298.4235,698153.74
COIM,1038,4,2013,745379.9979,814445.18
NER,243,4,2013,6748901.347,7140188.3
BIHAE,1413,6,2013,1008069.295,1123710.56
PUNEN,80,10,2013,490750.4643,598118.83
EASTM,74,8,2013,765647.0275,895841.72
BIHAE,1274,4,2013,1618867.506,1640940.41
GUJAS,2352,7,2013,655692.0942,765843.75
NER,217,8,2013,3467744.702,3873764.42
PUNJ,2106,6,2013,2149477.262,2587600.02
ORIS,9,6,2013,642498.4687,777976.45
HUBL,2012,6,2013,4489959.841,5100539.63
WESTU,2084,7,2013,204231.4494,237666.47
CENTU,2048,8,2013,1133942.736,1190917.74
VIJA,2144,9,2013,2127431.245,2568739.24
CENTU,369,10,2013,3699813.307,4100713.6
RAJA,1455,9,2013,4942543.157,5448438.85
EASTU,277,10,2013,369416.7346,441061.44
GUJAN,132,12,2013,1476016.082,1606261.36
RAJA,121,12,2013,1404431.804,1457268.82
VIJA,1403,12,2013,0,0
WESTU,2671,12,2013,884846.1056,987627.25
KERA,349,11,2013,2774040.825,3494187.82
PUNEN,743,12,2013,2804247.2,3715247.6
BIHAW,1872,11,2012,1023766.099,1088429.81
PUNES,328,1,2013,1128191.05,1138043.46
EASTM,70,4,2012,12541379.99,12752202.22
GUJAN,1302,3,2012,2389979.79,2247088.88
HYDE2,258,2,2012,983523.0219,936818.12
HARY&,334,7,2011,399253.0418,455789.08
HUBL,427,9,2012,1353451.647,1434236.76
CENTU,2004,11,2013,658060.2673,748809.04
BIHAW,1411,2,2013,1368620.598,1465073.61
HARY&,61,11,2013,2050577.16,2275482.32
RAJA,1523,9,2012,3265042.214,3482966.4
HUBL,427,4,2013,1784207.53,1962946.29
HYDE2,1593,8,2013,650278.6151,736705.15
BANG,2443,2,2013,997149.3187,1055769.92
WESTU,168,5,2013,1102186.488,1192077.86
KERA,1206,3,2013,264891.8237,289148.48
CENTU,433,3,2013,3764719.685,4008819.6
BENGN,2543,12,2013,-33947.81724,-41457.3
HUBL,181,2,2013,2766471.005,2899290.64
KERA,151,9,2013,1958322.978,2206109.87
NER,1672,8,2013,1607182.867,1690887.86
COIM,1170,10,2013,449028.4365,562145.74
NER,1956,4,2013,519793.6253,560921.37
DELHM,1980,4,2013,16580294.61,17455098.94
PUNEN,331,7,2013,610666.0299,776768.67
MUMB1,2511,5,2013,11032341.4,12114140.49
PUNES,81,7,2013,4619292.532,5684719.41
WESTM,266,12,2013,2052462.59,2200084.22
WESTM,262,10,2013,1167666.15,1321368.9
VIJA,52,11,2013,3355329.537,4261248.52
WESTM,2358,8,2013,766943.1459,823136.74
NAGP,2332,10,2013,930343.5214,1115228.39
CENTU,2612,12,2013,686095.5666,755391.8
WESTU,775,10,2013,2355096.07,2782514.06
BIHAE,1413,8,2013,804725.3542,926865.65
PUNES,2317,8,2013,824862.0138,927751.25
CENTU,2004,8,2013,673822.6768,714585.28
MUMB1,2599,12,2013,19299358.33,22105617.69
MUMB1,1392,11,2012,24280072.3,25768335.88
HYDE2,843,5,2011,1248486.659,1411174.36
KERA,1353,1,2011,0,1489398.14
HYDE1,188,3,2011,0,5420459.36
PUNJ,302,3,2012,180271.7111,185118.06
KERA,153,6,2012,1311644.465,1419109.8
BENGN,638,8,2011,810242.5553,905851.41
KERA,152,4,2011,4938124.239,5667015.06
COIM,1578,11,2012,886979.9106,960602.12
KOLK,2070,10,2011,407723.7508,451520.33
HYDE2,245,6,2011,5821410.057,6142318.45
NER,1855,11,2012,5919075.246,6464283.53
BENGS,2112,11,2012,2585822.073,2871930.37
VIJA,48,11,2012,1465794.161,1542136.26
GUJAN,1448,1,2013,2335941.616,2496194.67
BIHAW,746,1,2013,4718002.797,4729333.92
BENGS,2326,10,2012,490256.9252,542995.35
NER,215,9,2011,421319.4659,364375
NER,1606,2,2012,1016358.245,1106966.16
BIHAE,2398,12,2012,1925062.826,1952479.45
COIM,160,7,2011,1235265.857,1381047.38
HUBL,2127,12,2012,2541758.149,2732169.56
JHAR,957,8,2011,2317416.723,2547503.26
GUJAN,1985,3,2012,2117562.305,2154897.55
RAJA,1939,9,2011,9146966.779,9803410.18
PUNES,993,8,2011,1526381.199,1680846.95
BANG,1252,9,2011,1817948.731,1948971.4
GUJAS,399,6,2012,2112192.029,2238471.73
COIM,1038,10,2012,501649.8555,506637.8
VIJA,247,6,2012,915167.7676,922138.63
CHEN,1863,6,2011,1323982.513,1473224.13
VIJA,44,11,2011,1442308.741,1457948.14
VIJA,1987,1,2012,5890390.015,5503725.68
NER,274,3,2012,359408.7411,388890.54
GUJAN,1268,11,2011,9605765.981,10454591.3
EASTU,283,3,2011,0,595184.82
PUNEN,448,5,2011,3905819.167,4403433.55
KERA,151,2,2011,0,3593678.7
RAJA,129,1,2011,0,1022136.62
EASTM,267,4,2012,2839078.85,2981769.64
HARY&,61,4,2013,2487623.436,2718429.52
BIHAW,535,6,2013,3675533.178,4162148.54
EASTU,2463,7,2013,6989115.092,7829681.06
PUNES,83,9,2013,2311450.042,2692148.94
PUNES,1102,9,2013,2408111.397,2812509.93
CHEN,2273,11,2013,2003490.045,2366091.57
MUMB2,296,6,2013,3159662.539,3608232.9
WESTU,1027,8,2013,3880908.703,4130087.58
PUNES,1343,6,2013,1036418.06,1178480.07
KOLK,2462,5,2013,1964763.549,2294855.32
CENTU,2035,7,2013,572934.5094,639384.68
MUMB2,394,12,2013,36555640.74,41380671.63
BANG,1369,7,2013,1589727.143,1869094.03
HARY&,59,8,2013,1240346.59,1313818.04
WESTM,2630,9,2013,4204813.901,4818310.44
CHEN,1594,9,2013,2006529.007,2259880.74
GUJAS,135,8,2013,2068959.157,2250893.2
BENGN,537,7,2013,976353.0241,1251164.93
BENGN,2372,9,2013,820361.2172,885508.2
BENGS,2433,10,2013,581946.6434,695660.7
NER,1196,9,2013,196499.8803,173405.2
WESTM,1186,12,2013,12235408.44,13948383.1
NER,2750,12,2013,363893.9966,397181.75
WESTU,2671,11,2013,355913.4537,409523.79
HYDE2,869,1,2013,2443034.995,2661779.46
GUJAS,1779,6,2011,5119038.688,5628965.5
JHAR,1745,2,2012,3052138.072,3107982.59
CENTU,1222,6,2012,5627499.92,5870059.76
NER,355,5,2012,123514.2582,120187.52
BANG,1146,12,2012,7064947.558,7361412.48
BIHAW,535,4,2011,22383626.12,23755729.55
NER,1724,1,2012,4195972.668,3827724.54
WESTM,268,6,2011,3089500.572,3569111.37
KOLK,1817,1,2012,8105178.42,8573991.28
CHEN,1780,6,2011,8762554.556,9230102.15
GUJAS,289,3,2011,0,588753.56
BANG,1369,7,2011,848104.5119,901676.04
PUNEN,1826,2,2011,0,11836671.43
HYDE2,250,4,2012,1655922.528,1585716.32
COIM,1193,2,2012,2968786.399,2786080.64
GUJAS,747,10,2012,918181.5514,1061843.89
KOLK,1400,3,2011,0,1604083.24
HYDE2,251,11,2012,1105885.121,1151723.89
HYDE2,252,6,2011,1949618.755,2051080.4
WESTM,990,4,2011,4966526.367,5492960.66
HYDE2,2339,12,2012,795638.2803,843553.17
WESTM,268,11,2012,1904110.969,2187459.81
HUBL,1621,8,2011,3386331.586,3551947.06
MUMB2,2025,5,2012,1207072.713,1280388.41
CHEN,1428,1,2012,3715351.175,3633820.32
BENGS,481,6,2012,3174987.466,3333533.19
HYDE2,1721,7,2011,1983803.327,2231269.91
WESTU,2103,3,2012,242134.9878,276622.64
BIHAW,566,2,2012,1919002.205,1829335.32
PUNJ,302,6,2011,508381.512,565410.35
BIHAW,1853,9,2011,1201765.382,1331623.08
HUBL,976,7,2011,1870036.481,2036932.02
MUMB2,1878,6,2011,16297309.8,17860696.93
CHEN,315,10,2012,705481.3793,758374.78
EASTU,2013,7,2012,193131.6681,227077.1
RAJA,1905,6,2011,894857.8701,1001019.09
BENGN,638,5,2011,965157.4525,1107976.58
DELHM,1591,9,2011,18760237.16,20625999.09
ORIS,13,11,2011,826734.4738,908741.21
MUMB1,1243,2,2012,6857085.782,7077908.34
RAJA,2143,6,2012,1879288.42,2019227.78
CENTU,1139,9,2011,1091159.651,1211120.29
HYDE2,1056,9,2011,1263675.207,1421934.43
EASTM,1889,3,2012,226212.6852,229817.56
GUJAN,2581,9,2013,448199.1707,507615.22
HUBL,2315,9,2013,959698.2469,1121196.28
EASTM,1733,12,2013,19199990.66,21646815.89
EASTM,554,12,2013,1730016.588,1925769.67
PUNES,993,12,2013,1267505.108,1686471.42
HARY&,424,11,2012,4661597.455,5207445.87
EASTU,282,11,2012,700748.5713,781482.29
GUJAN,1804,1,2013,4786396.431,5227251.12
NAGP,98,1,2013,5264643.974,5384674.84
CHEN,106,6,2011,929035.7887,1019644.61
VIJA,354,3,2011,0,744857.72
PUNJ,236,7,2011,683693.7769,779743.45
PUNEN,326,2,2012,2080775.739,2003346.69
HYDE1,1282,2,2012,8422537.408,8259118.87
PUNEN,743,6,2011,3616906.363,4143698.21
NAGP,90,1,2012,2118310.824,1951325.33
GUJAS,399,5,2011,1519687.519,1768505.84
VIJA,228,1,2011,0,1045515
BENGN,538,12,2012,1894573.004,1901146.33
PUNEN,1198,4,2011,2067116.185,2235498.19
HUBL,370,12,2011,-473784.144,-588458.7
ORIS,1436,4,2011,1847614.079,2033934.35
EASTU,282,6,2011,797598.3344,934388.61
PUNJ,600,10,2012,5443214.243,5958200.05
BENGS,343,10,2011,1040189.036,1116951.2
EASTM,73,12,2012,4268819.07,4363838.4
ORIS,748,3,2012,448190.2022,482205.24
PUNEN,1322,1,2012,349040.8907,341634.37
JHAR,345,1,2013,1449103.954,1552903.22
RAJA,113,1,2013,1704656.079,1851500.45
NER,217,1,2013,3578421.408,3671467.36
PUNEN,1896,10,2012,5219251.092,5655145.46
NER,1672,4,2011,1440792.258,1712328.96
PUNEN,1198,1,2011,0,804047.21
HYDE2,1130,3,2011,0,1198336.82
PUNES,292,12,2012,642599.0702,639486.89
WESTU,383,8,2011,3005639.816,3397956.3
VIJA,49,1,2011,0,1118113.92
HYDE2,1056,2,2012,1815396.497,1687879.58
ORIS,1482,9,2011,1484924.343,1670024.49
CHEN,315,10,2011,664574.096,684916.81
NAGP,86,8,2011,1235910.175,1345521.62
BIHAW,29,7,2011,3637136.977,4102676.85
HYDE2,1726,8,2011,3227985.491,3632473.06
BANG,148,12,2012,2473278.337,2539295.77
PUNJ,2414,12,2012,980358.4693,1037046.31
MUMB2,456,7,2011,548388.4227,650382.98
NER,239,4,2012,782010.2753,852888.54
BIHAW,469,10,2011,1355533.126,1432482.94
PUNJ,1190,4,2011,7374332.409,7793248.76
HYDE2,245,2,2011,0,5375048.76
HYDE2,1841,7,2011,-1329920.86,-1453115.38
GUJAN,470,5,2012,1848089.542,1915072.68
ORIS,13,9,2012,546809.4907,588123.44
PUNEN,80,1,2011,0,533207.16
CHEN,850,11,2011,9650902.718,9621763.06
COIM,1249,3,2012,1467654.044,1451761.18
DELHM,1105,12,2011,3117828.123,3220650.72
BANG,147,4,2011,12089862.98,12878721.29
CENTU,280,6,2012,1260874.996,1323385.02
PUNJ,619,12,2011,962671.8427,902247.27
EASTU,2068,7,2012,430623.0708,475265.9
HUBL,353,5,2012,1416379.454,1327945
EASTU,282,1,2012,667170.375,684314.9
HYDE2,1726,4,2012,5599932.689,5769456.55
EASTM,70,12,2011,9366619.405,9224962.43
VIJA,247,12,2011,734923.2979,718296.39
VIJA,860,3,2011,0,587698.24
EASTM,554,3,2011,0,695167.53
BENGS,23,6,2012,2023747.842,2065898.52
VIJA,1020,12,2012,1142910.023,1229580.26
DELHM,1591,6,2012,20071510.17,21469011.81
VIJA,52,10,2011,3849821.068,3984237.41
WESTM,262,4,2012,3375578.35,3534518.58
VIJA,47,7,2011,1732495.387,1926629.43
CENTU,2048,12,2011,887849.9294,918818.17
COIM,1303,12,2011,1448338.939,1418769.17
HUBL,353,1,2013,829108.0093,859177.9
HYDE2,1653,6,2011,2686264.991,3011204.97
CHEN,1664,6,2011,2611073.734,2803868.37
PUNEN,331,4,2012,1851193.944,1758079.76
EASTM,261,5,2012,1057230.851,1098636.98
NAGP,93,1,2011,0,2731754.42
HYDE2,413,4,2012,2197604.522,2199950.16
PUNES,1744,1,2012,960129.3492,925511.45
JHAR,540,6,2012,993254.3257,1051133.74
WESTM,523,2,2012,6740524.779,7157979.6
WESTU,177,4,2011,786047.7617,830379.92
NER,215,10,2012,152692.5798,168717.02
ORIS,1566,1,2012,2547562.21,2738351.76
VIJA,45,1,2013,2048577.107,2233130.5
KERA,579,12,2012,1791011.759,1830160.22
MUMB2,532,7,2011,4202329.208,4763681.67
ORIS,13,3,2011,0,747957.68
EASTU,522,2,2011,0,2226279.05
HYDE2,363,4,2011,1838837.424,1932650.6
WESTU,2202,10,2012,162793.9552,179225.46
VIJA,372,1,2012,4023578.629,3902806.73
NER,221,5,2012,2796897.843,3118772.8
HYDE1,1282,10,2012,5440073.065,5830032.06
BENGS,1357,12,2011,1591366.192,1491611.46
VIJA,45,12,2011,2348432.412,2330485.25
ORIS,12,7,2011,472918.8407,556279.86
EASTU,774,9,2012,1429404.881,1521020.34
JHAR,1634,1,2012,3045816.236,3285108.7
EASTM,410,5,2011,2322654.905,2798927.23
JHAR,1745,7,2011,1530836.864,1634989.77
JHAR,550,12,2012,883520.8052,993709.95
PUNES,329,10,2011,519309.6003,519139.2
EASTU,281,1,2012,1191977.768,1238815.21
JHAR,31,5,2011,1280851.883,1459527.57
NER,239,3,2012,240413.4897,266448.36
CENTU,2204,6,2012,232572.8127,251923.55
GUJAS,289,8,2011,1090752.946,1196076.93
HUBL,555,12,2012,1421034.255,1513407.28
WESTM,268,12,2012,3298098.62,3618798.47
HYDE1,876,4,2012,17934363.28,18077228.78
BENGN,802,5,2011,1361699.805,1529606.16
BIHAW,1833,12,2012,1189619.228,1186753.78
RAJA,2176,10,2012,1455496.375,1572752.32
COIM,160,4,2011,1509173.935,1687966.52
KERA,1206,3,2011,0,197107.06
GUJAS,747,4,2011,2451831.869,2710829.81
NER,1001,10,2011,3332410.82,3678155.65
PUNEN,628,10,2012,3469940.162,3677807.47
CHEN,375,5,2012,4053574.283,4580068.66
KERA,159,1,2011,0,1561779.21
WESTU,2027,9,2012,1132119.286,1198940.18
PUNJ,1947,7,2011,1132963.827,1322925.61
PUNEN,80,9,2011,528498.1017,569660.76
WESTM,990,9,2011,3019968.062,3246785.65
KERA,155,1,2012,491211.2717,504181.5
HYDE2,258,4,2012,1466311.212,1457076.24
BIHAW,1853,2,2011,0,1370772.11
WESTU,166,5,2011,554056.5418,641521.74
DELHM,2529,5,2013,9512506.94,11228053.21
EASTM,1733,11,2013,17683514.12,20059157.78
HYDE2,413,2,2013,1223929.551,1332982.01
HYDE1,1282,1,2012,6822168.858,6650004.53
KERA,1172,3,2011,0,271481.76
JHAR,1766,1,2011,0,4276782.87
PUNEN,1690,9,2011,5856100.206,6487019.73
HYDE2,843,10,2011,954258.0762,959856.19
WESTU,167,5,2011,4099205.878,4860791.61
NAGP,99,2,2012,11295345.49,11151777.06
COIM,873,3,2012,279802.4335,242373.28
MUMB2,1489,12,2012,3763996.553,3878523.06
WESTU,165,6,2011,3084110.239,3376909.55
VIJA,247,10,2012,583215.0771,635591.93
PUNEN,1213,1,2011,0,943254.64
BENGN,656,10,2012,617876.278,704759.02
NER,1956,12,2012,603986.8648,596210.76
WESTU,729,2,2011,0,3500340.88
COIM,164,5,2011,335103.4891,372957.95
WESTU,2074,12,2012,1830421.204,1820800.06
HYDE2,1841,2,2011,0,5434702.55
NER,2011,9,2012,266472.7987,299673.1
KOLK,1400,5,2011,331236.7221,371443.8
BENGN,24,1,2013,496943.3895,531127.42
KOLK,1556,8,2012,23239146.55,25928774.21
WESTM,2132,10,2013,1950431.727,2323327.34
BENGS,2,7,2012,1551953.904,1764771.8
HYDE2,254,3,2013,885963.998,1033169.14
BANG,434,4,2013,5269099.149,5788526.9
NAGP,2177,7,2012,1534002.523,1614999.39
CHEN,1594,7,2012,2695356.421,2866777.12
MUMB2,213,8,2012,6011847.963,5991147.01
GUJAS,1779,9,2012,5707082.603,6076949.17
WESTM,268,9,2012,3786531.749,4047080.73
VIJA,553,2,2013,1224605.401,1315607.51
CENTU,2032,3,2013,400617.7472,450409.44
RAJA,1456,8,2012,2876806.668,2967522.53
NAGP,89,7,2013,1012600.458,1270591.75
COIM,1303,11,2013,1124134.436,1459791.14
EASTM,374,7,2013,3244292.921,3662462.66
MUMB2,296,9,2013,3378728.753,3751986.14
VIJA,247,2,2013,655419.592,711917.79
PUNEN,1349,3,2013,587611.7281,655017.42
BENGN,2174,4,2013,1266600.141,1379758.51
NAGP,97,3,2013,2029154.679,2335061.89
GUJAN,2684,10,2013,1966886.868,2546190.39
PUNEN,2532,5,2013,1528543.034,1771725.91
HYDE2,413,5,2013,1265987.191,1347682.32
WESTU,834,2,2013,1343150.197,1510174.72
EASTM,335,4,2013,3306649.148,3534126.81
CHEN,595,4,2013,8859412.21,9503103.43
BIHAE,1413,3,2013,673513.5295,733760.97
CENTU,369,3,2013,2775246.352,3131512.4
NER,1374,11,2013,164439.588,182673.96
NAGP,96,11,2013,1493914.286,1889999.92
HUBL,976,9,2013,3853297.78,4485595.35
WESTM,1055,5,2013,5052554.982,5713409.37
MUMB2,297,7,2013,2581246.25,2938017.28
BENGS,343,11,2013,978428.3472,1128131.66
HYDE2,413,7,2013,1113026.082,1326828.7
NER,2008,8,2013,2370187.219,2705929.44
NER,384,9,2013,659314.4203,712576.3
VIJA,341,10,2013,738563.0172,920567.98
RAJA,120,8,2013,3998220.735,4359274.54
HYDE1,1021,12,2013,32020290.99,39234095.78
VIJA,1000,12,2013,8232975.625,10903821.12
DELHM,2152,10,2013,6056856.898,6852763.68
HARY&,393,12,2013,0,0
BIHAE,1024,12,2013,2849142.582,3146012.07
PUNJ,1823,11,2012,4865657.084,5281381.58
RAJA,120,5,2012,4740895.321,4910631.62
MUMB2,1298,4,2011,17622023.12,18583022
PUNEN,1347,12,2012,863718.0888,881651.43
VIJA,228,5,2012,994264.4521,988403.73
HUBL,1242,3,2012,1658183.495,1510791.37
HYDE1,1892,4,2012,9559156.896,9609087.54
BENGS,307,6,2012,4120168.367,4139953.36
PUNES,2145,6,2012,5805501.503,5584158.63
WESTM,266,12,2012,1907538.196,2043538.93
BIHAE,1297,3,2011,0,1510295.4
BANG,1526,6,2013,9369095.501,10645114.45
BENGN,2542,4,2013,1083769.825,1094881.57
BENGS,22,8,2012,3305136.539,3652853.17
HYDE2,1562,8,2012,1889688.363,1892453.32
VIJA,43,7,2012,1515494.184,1549173.15
HARY&,393,9,2012,6135135.323,6466160.22
BANG,147,4,2013,10670626.09,11510736.62
GUJAN,636,4,2013,10132972.39,10918357.58
HYDE2,258,8,2012,0,0
NAGP,2322,4,2013,2598336.14,3131224.88
DELHM,2152,11,2013,12276781.83,13511930.4
GUJAN,1268,4,2013,14721291.93,16037909.35
DELHM,2253,2,2013,10057057.12,11283044.47
CHEN,106,10,2013,622012.4396,708132.27
VIJA,865,9,2012,1077839.351,1150154.83
HARY&,1722,7,2012,1263575.381,1382208.82
GUJAN,629,9,2013,1909067.66,2132458.67
BIHAE,1219,2,2013,1547787.58,1624008.6
BENGS,2326,2,2013,695408.1593,757280.92
PUNES,81,6,2013,7568850.541,9025885.44
HYDE1,1891,4,2013,14513777.53,16501728.13
PUNJ,1548,8,2013,5215152.432,5567246.56
WESTU,2671,8,2013,667703.239,738113.34
GUJAS,289,4,2013,1095159.519,1209251.45
RAJA,129,9,2013,1707585.39,1827120.24
HUBL,2327,4,2013,1200191.489,1381187.44
KOLK,1824,6,2013,9526692.004,11299473.76
CHEN,1882,6,2013,863968.1985,1035016.25
HYDE2,1056,10,2013,766465.8535,961753.13
JHAR,1634,6,2013,2275504.202,2636726.99
WESTU,165,6,2013,2390280.77,2767139.4
VIJA,2144,7,2013,1672651.987,2012998.23
JHAR,798,7,2013,3909446.58,4605765.11
VIJA,2360,6,2013,584460.1538,719690.96
BENGS,451,9,2013,-79377.95185,-92700.62
MUMB1,56,8,2013,20518792.54,21587412.3
COIM,1303,9,2013,1514905.374,1746854.38
JHAR,957,12,2013,2775287.519,3090914.33
KERA,158,12,2013,5323488.901,6290967.94
GUJAN,629,11,2012,1953205.477,2100124.79
BIHAE,539,11,2012,3431342.617,3661919.66
COIM,2293,1,2013,1849185.64,2019962.17
PUNJ,1524,10,2011,5647174.092,6194583.19
PUNEN,460,4,2012,15511122.93,15200385.6
BENGS,1357,2,2012,1468294.413,1557268.47
BANG,144,12,2012,3670433.053,3729415.03
VIJA,44,6,2011,1546020.84,1685122.51
PUNES,1072,12,2011,1420241.941,1384157.3
NAGP,94,4,2012,2234561.274,2376903.49
BIHAE,803,1,2012,457870.2087,467365.61
HARY&,68,9,2012,1450291.864,1509298.42
CHEN,108,5,2012,1357322.279,1408318.41
VIJA,552,4,2011,1801755.214,2020606.37
BANG,1756,3,2012,1858983.791,1749727.32
NAGP,92,3,2011,0,656787.04
NER,1724,11,2011,3063756.633,3103743.9
CHEN,106,1,2013,604660.2706,655487.27
NER,1672,1,2013,711245.1584,816863.02
KOLK,1824,11,2011,8713504.807,8956104.34
PUNES,81,4,2011,9370160.281,10602417.9
KERA,155,11,2011,767390.7709,814875.55
VIJA,622,9,2011,1847341.601,1917347.79
HUBL,2127,8,2012,1376656.406,1428312.05
GUJAS,1164,6,2011,10080430.84,11183289.86
BANG,1016,12,2012,6600722.793,6849394.09
NER,1899,2,2012,1280580.331,1386669.08
NAGP,91,12,2012,-273903.8435,-333963.26
HYDE2,255,1,2013,1169215.342,1273514.74
PUNEN,1575,7,2013,661809.9408,755882.52
MUMB2,2244,7,2012,9632539.44,10242341.96
WESTU,306,8,2012,1714728.256,1792298.47
CHEN,106,7,2012,488695.6821,509609.14
PUNEN,1213,8,2012,1773154.392,1936524.81
VIJA,1674,4,2013,1406603.132,1595086.55
CENTU,279,2,2013,353504.4324,382289.8
NER,239,2,2013,583961.8475,628564.88
HUBL,2315,3,2013,932256.5477,1066046.92
COIM,163,2,2013,2186815.729,2396385.5
BENGS,1950,8,2012,1196863.941,1311715.85
HYDE2,363,8,2012,1389397.693,1403574.21
PUNJ,2478,5,2013,3254072.312,3690015.29
NAGP,1090,6,2013,5976283.492,6708712.1
JHAR,957,11,2013,2366466.71,2647835.61
GUJAN,1574,11,2013,7622559.685,8531273.78
HYDE1,2641,10,2013,3814295.592,4662502.5
PUNEN,1198,3,2013,502874.1191,551109.31
HYDE2,601,4,2013,501041.2716,577271.94
BANG,2440,2,2013,2388675.688,2511546.2
CHEN,1068,4,2013,914144.2998,1034196.43
NER,648,5,2013,1654646.907,2004852.22
MUMB2,1025,7,2013,245155.0509,307879.92
JHAR,541,4,2013,3151787.485,3625445.71
CENTU,2548,6,2013,1012396.875,1181344.83
VIJA,43,10,2013,2080362.535,2540598.82
PUNEN,1826,6,2013,14203160.77,16030419.96
BANG,2443,8,2013,834626.866,943148.07
GUJAS,2304,7,2013,675322.1655,771416.97
EASTU,522,8,2013,5078230.838,5411590.8
BENGN,1854,10,2013,2224666.011,2471764.45
HYDE1,1021,8,2013,18283994.7,20844140.9
BENGS,1558,8,2013,2778929.289,3108625.25
EASTU,522,10,2013,2308030.378,2678403.01
EASTM,69,9,2013,3673257.368,3922250.25
PUNJ,608,9,2013,5468125.72,6130445.3
PUNJ,2530,12,2013,634518.3628,717095.38
PUNES,2588,12,2013,4664414.862,5997919.42
PUNES,2243,12,2013,16309074.33,21250279.98
NAGP,764,12,2013,999676.5905,1162943.93
MUMB1,832,12,2013,19796817.4,22240810.18
WESTM,990,11,2012,2014678.76,2192862.08
JHAR,1745,11,2012,1681456.22,1858173.28
MUMB2,2025,11,2012,1369649.414,1482440.23
CHEN,595,2,2011,0,8535631.82
NAGP,97,12,2012,4517789.281,4547696.8
JHAR,8,1,2012,5404173.185,5657032.66
EASTU,1044,11,2011,1114928.844,1189670.99
CHEN,104,4,2012,1734206.378,1762874.27
RAJA,116,2,2012,3279725.615,3474135.91
GUJAS,1570,3,2012,2312138.118,2293704.77
COIM,1007,3,2011,0,405024.63
GUJAS,289,6,2012,1165334.268,1203669.63
HYDE2,2339,10,2012,625813.8515,680748.96
EASTU,2013,9,2011,154238.6224,174691.2
WESTU,1713,7,2011,397847.4526,456936.97
JHAR,1765,1,2011,0,900427.96
MUMB2,297,11,2011,3603559.301,3768002.82
ORIS,356,12,2012,2513838.347,2781139.42
KERA,879,3,2012,845115.637,862682.24
GUJAN,1268,11,2013,6767052.641,7806306.05
BANG,845,5,2011,3330674.843,3606120.87
BENGS,343,11,2011,1200364.036,1273179.19
KERA,155,9,2012,509783.5835,557273.07
VIJA,2144,3,2013,986445.2217,1196701.35
WESTM,266,9,2012,1211718.705,1263897.49
BIHAW,34,8,2012,1374369.114,1466712.66
HYDE1,876,2,2013,11060778.2,12044015.72
EASTU,774,2,2013,1570076.693,1750709.47
HYDE2,1721,2,2013,2374211.692,2581256.22
PUNEN,331,2,2013,1350705.689,1443038.87
CENTU,645,10,2013,567882.2852,644135.36
JHAR,541,3,2013,652281.1212,749916.7
EASTM,2728,9,2013,792019.1757,855548.8
BIHAW,746,9,2013,4727449.213,5227621.66
DELHM,1276,5,2013,2688707.675,3154366.25
COIM,556,7,2013,982855.8759,1145384.34
NER,220,3,2013,324214.4528,590879.4
BIHAW,746,6,2013,2554044.92,2796228.6
PUNEN,331,4,2013,1793660.656,2071537.19
